"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-01,"VU ligoninės Santaros klinikų laboratorija",390,0,368,0,22,0,NA,NA,7,0
2020-11-01,"Klaipėdos universitetinės ligoninės laboratorija",384,158,294,92,90,66,NA,NA,0,0
2020-11-01,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",187,0,186,0,1,0,NA,NA,0,0
2020-11-01,"Respublikinės Šiaulių ligoninės laboratorija",295,0,267,0,28,0,NA,NA,0,0
2020-11-01,"LSMU ligoninės Kauno klinikų laboratorija",188,0,178,0,10,0,NA,NA,0,0
2020-11-01,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",838,782,671,615,167,162,NA,NA,0,0
2020-11-01,"UAB „Baltic Medics“",128,0,107,0,21,0,NA,NA,0,0
2020-11-01,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",368,308,267,217,101,91,NA,NA,0,0
2020-11-01,"UAB „Medicina practica laboratorija“",601,167,507,126,94,41,NA,NA,0,0
2020-11-01,"Respublikinės Panevėžio ligoninės laboratorija",106,0,87,0,19,0,NA,NA,0,0
2020-11-01,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",623,540,486,415,137,125,NA,NA,420,420
