"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-07","VU ligoninės Santaros klinikų laboratorija",911,0,901,0,10,0,NA,NA,10,0
"2020-05-07","Klaipėdos universitetinės ligoninės laboratorija",563,182,558,179,5,1,NA,NA,0,0
"2020-05-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",607,102,606,101,1,1,NA,NA,250,103
"2020-05-07","Respublikinės Šiaulių ligoninės laboratorija",814,170,814,170,0,0,NA,NA,0,0
"2020-05-07","LSMU ligoninės Kauno klinikų laboratorija",2190,353,2185,352,5,0,NA,NA,250,200
"2020-05-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",648,648,639,639,9,2,NA,NA,200,200
"2020-05-07","Nacionalinio vėžio instituto laboratorija",466,38,466,38,0,0,NA,NA,209,0
"2020-05-07","UAB „Baltic Medics“",211,193,211,193,0,0,NA,NA,0,0
"2020-05-07","UAB „Diagnostikos laboratorija“",656,118,656,118,0,0,NA,NA,134,110
"2020-05-07","UAB „Medicina practica laboratorija“",320,0,316,0,4,0,NA,NA,43,0
"2020-05-07","UAB „SK Impeks Medicinos diagnostikos centras“",230,0,230,0,0,0,NA,NA,8,0
"2020-05-07","VU Gyvybės mokslų centras",232,0,232,0,0,0,NA,NA,209,0
"2020-05-07","UAB „Invitro diagnostika“",205,31,205,31,0,0,NA,NA,0,0
"2020-05-07","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0
