"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-30","VU ligoninės Santaros klinikų laboratorija",1283,0,1279,0,4,0,NA,NA,2,0
"2020-06-30","Klaipėdos universitetinės ligoninės laboratorija",479,188,478,187,1,1,NA,NA,0,0
"2020-06-30","Nacionalinė visuomenės sveikatos priežiūros laboratorija",383,102,378,102,5,0,NA,NA,30,0
"2020-06-30","Respublikinės Šiaulių ligoninės laboratorija",323,77,323,77,0,0,NA,NA,9,0
"2020-06-30","LSMU ligoninės Kauno klinikų laboratorija",1085,227,1085,227,0,0,NA,NA,0,0
"2020-06-30","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",365,298,365,298,0,0,NA,NA,200,70
"2020-06-30","Nacionalinio vėžio instituto laboratorija",144,0,144,0,0,0,NA,NA,11,0
"2020-06-30","UAB „Baltic Medics“",63,44,63,44,0,0,NA,NA,0,0
"2020-06-30","UAB „Diagnostikos laboratorija“ („Antėja“)",656,44,656,44,0,0,NA,NA,558,42
"2020-06-30","UAB „Medicina practica laboratorija“",301,69,301,69,0,0,NA,NA,34,0
"2020-06-30","UAB „SK Impeks Medicinos diagnostikos centras“",48,0,48,0,0,0,NA,NA,150,0
"2020-06-30","UAB „Invitro diagnostika“",184,24,183,23,1,1,NA,NA,2,0
"2020-06-30","Respublikinės Panevėžio ligoninės laboratorija",84,0,84,0,0,0,NA,NA,0,0
