"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-22","VU ligoninės Santaros klinikų laboratorija",857,9,854,9,3,0,NA,NA,4,0
"2020-09-22","Klaipėdos universitetinės ligoninės laboratorija",508,90,506,88,2,1,NA,NA,0,0
"2020-09-22","Nacionalinė visuomenės sveikatos priežiūros laboratorija",285,3,282,3,3,0,NA,NA,45,0
"2020-09-22","Respublikinės Šiaulių ligoninės laboratorija",399,129,363,104,36,24,NA,NA,70,0
"2020-09-22","LSMU ligoninės Kauno klinikų laboratorija",423,0,421,0,2,0,NA,NA,0,0
"2020-09-22","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",559,453,526,422,33,19,NA,NA,200,140
"2020-09-22","UAB „Baltic Medics“",250,205,236,191,14,12,NA,NA,0,0
"2020-09-22","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",465,95,459,90,6,4,NA,NA,208,59
"2020-09-22","UAB „Medicina practica laboratorija“",946,80,930,77,16,3,NA,NA,1,0
"2020-09-22","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,2,0,NA,NA,0,0
"2020-09-22","UAB „Invitro diagnostika“",267,52,257,45,10,0,NA,NA,1,0
"2020-09-22","Respublikinės Panevėžio ligoninės laboratorija",48,0,46,0,2,0,NA,NA,0,0
"2020-09-22","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
"2020-09-22","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",557,324,524,293,33,29,NA,NA,45,45
