"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-07","VU ligoninės Santaros klinikų laboratorija",903,0,898,0,5,0,NA,NA,5,0
"2020-09-07","Klaipėdos universitetinės ligoninės laboratorija",518,139,508,129,10,5,NA,NA,0,0
"2020-09-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",124,49,124,49,0,0,NA,NA,35,0
"2020-09-07","Respublikinės Šiaulių ligoninės laboratorija",308,56,307,55,1,0,NA,NA,0,0
"2020-09-07","LSMU ligoninės Kauno klinikų laboratorija",956,180,945,175,11,5,NA,NA,0,0
"2020-09-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",457,334,441,318,16,13,NA,NA,84,74
"2020-09-07","Nacionalinio vėžio instituto laboratorija",126,0,126,0,0,0,NA,NA,0,0
"2020-09-07","UAB „Baltic Medics“",132,98,132,98,0,0,NA,NA,0,0
"2020-09-07","UAB „Diagnostikos laboratorija“ („Antėja“)",172,9,172,9,0,0,NA,NA,47,22
"2020-09-07","UAB „Medicina practica laboratorija“",528,98,525,98,3,0,NA,NA,0,0
"2020-09-07","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,82,0,2,0,NA,NA,0,0
"2020-09-07","Respublikinės Panevėžio ligoninės laboratorija",58,0,58,0,0,0,NA,NA,0,0
"2020-09-07","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
