"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-04-22","NVSPL",504,0,500,0,4,0,4,0,225,0
"2020-04-22","Santaros klinikos",807,0,796,0,11,0,1,10,6,0
"2020-04-22","Kauno klinikos",1974,581,1970,580,4,1,3,1,250,150
"2020-04-22","Klaipėdos universitetinė ligoninė",567,131,564,131,3,0,0,3,320,320
"2020-04-22","Šiaulių ligoninė",0,0,0,0,0,0,0,0,38,0
"2020-04-22","NMVRVI",644,644,629,629,15,15,15,0,150,150
"2020-04-22","NVI",496,30,496,30,0,0,0,0,328,0
"2020-04-22","Baltic medics",157,157,156,156,1,1,1,0,42,42
"2020-04-22","Medicina practica",640,154,640,154,0,0,0,0,151,151
"2020-04-22","Diagnostikos laboratorija",555,161,555,161,0,0,0,0,474,140
"2020-04-22","VU GMC",386,331,382,327,4,4,4,0,271,0
"2020-04-22","SK Impeks MDC",68,0,68,0,0,0,0,0,0,0
