"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile","created"
"2020-05-15","VU ligoninės Santaros klinikų laboratorija",656,0,643,0,13,0,NA,NA,9,0,2020-05-16 18:56:09
"2020-05-15","Klaipėdos universitetinės ligoninės laboratorija",658,174,648,169,10,1,NA,NA,50,0,2020-05-16 18:56:09
"2020-05-15","Nacionalinė visuomenės sveikatos priežiūros laboratorija",608,139,608,139,0,0,NA,NA,225,119,2020-05-16 18:56:09
"2020-05-15","Respublikinės Šiaulių ligoninės laboratorija",792,168,792,168,0,0,NA,NA,0,0,2020-05-16 18:56:09
"2020-05-15","LSMU ligoninės Kauno klinikų laboratorija",1786,516,1785,516,1,0,NA,NA,0,0,2020-05-16 18:56:09
"2020-05-15","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",737,634,729,630,8,3,NA,NA,200,200,2020-05-16 18:56:09
"2020-05-15","Nacionalinio vėžio instituto laboratorija",490,78,490,78,0,0,NA,NA,234,0,2020-05-16 18:56:09
"2020-05-15","UAB „Baltic Medics“",220,215,220,215,0,0,NA,NA,5,0,2020-05-16 18:56:09
"2020-05-15","UAB „Diagnostikos laboratorija“",749,267,749,267,0,0,NA,NA,346,187,2020-05-16 18:56:09
"2020-05-15","UAB „Medicina practica laboratorija“",346,0,346,0,0,0,NA,NA,69,0,2020-05-16 18:56:09
"2020-05-15","UAB „SK Impeks Medicinos diagnostikos centras“",124,0,124,0,0,0,NA,NA,0,0,2020-05-16 18:56:09
"2020-05-15","VU Gyvybės mokslų centras",346,0,346,0,0,0,NA,NA,0,0,2020-05-16 18:56:09
"2020-05-15","UAB „Invitro diagnostika“",187,0,185,0,2,0,NA,NA,0,0,2020-05-16 18:56:09
"2020-05-15","Respublikinės Panevėžio ligoninės laboratorija",94,0,94,0,0,0,NA,NA,0,0,2020-05-16 18:56:09
