"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile","created"
2020-09-01,"VU ligoninės Santaros klinikų laboratorija",867,0,864,0,3,0,NA,NA,2,0,2020-09-02 13:12:43
2020-09-01,"Klaipėdos universitetinės ligoninės laboratorija",514,139,509,135,5,1,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",250,0,249,0,1,0,NA,NA,50,0,2020-09-02 13:12:43
2020-09-01,"Respublikinės Šiaulių ligoninės laboratorija",384,77,382,76,2,1,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"LSMU ligoninės Kauno klinikų laboratorija",1039,275,1031,269,8,5,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,446,639,434,12,7,NA,NA,174,153,2020-09-02 13:12:43
2020-09-01,"UAB „Baltic Medics“",106,48,106,48,0,0,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"UAB „Diagnostikos laboratorija“ („Antėja“)",337,3,336,2,1,1,NA,NA,363,49,2020-09-02 13:12:43
2020-09-01,"UAB „Medicina practica laboratorija“",610,108,604,107,6,1,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"UAB „SK Impeks Medicinos diagnostikos centras“",143,0,142,0,1,0,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"UAB „Invitro diagnostika“",195,0,192,0,3,0,NA,NA,0,0,2020-09-02 13:12:43
2020-09-01,"Respublikinės Panevėžio ligoninės laboratorija",63,0,63,0,1,0,NA,NA,0,0,2020-09-02 13:12:43
