"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-06-02 08:54:54,0,0,1,0,0,0,1,0,4.2
61237,NA,"Utenos r.",NA,NA,NA,NA,5,2,3,1,4,0,2020-06-02 08:52:13,0,0,5,13.4,37179,2.7,1,2.7,4.2
61238,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-02 08:52:14,0,0,3,10.2,29526,0,0,0,4.2
61239,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-02 08:52:15,0,0,7,20.2,34660,0,0,0,4.2
61240,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-02 08:52:16,0,0,5,19.4,25802,0,0,0,4.2
61241,NA,"Jonavos r.",NA,NA,NA,NA,9,1,8,0,9,0,2020-06-02 08:52:16,0,0,9,21.9,41163,0,0,0,4.2
61242,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-02 08:52:17,0,0,6,82.7,7258,0,0,0,4.2
61243,NA,"Marijampolės",NA,NA,NA,NA,77,31,46,2,70,4,2020-06-02 08:52:18,0,0,77,143.2,53772,3.7,0,0,4.2
61244,NA,"Kauno m.",NA,NA,NA,NA,102,50,52,15,84,3,2020-06-02 08:52:19,0,0,102,35.2,289380,5.2,3,1,4.2
61245,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-02 08:52:20,0,0,28,56.1,49888,0,0,0,4.2
61246,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-02 08:52:21,0,0,1,5.2,19109,0,0,0,4.2
61247,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-02 08:52:21,0,0,15,72.4,20726,0,0,0,4.2
61248,NA,"Kazlų Rūdos",NA,NA,NA,NA,2,0,2,1,1,0,2020-06-02 08:52:22,0,0,2,17.6,11337,8.8,0,0,4.2
61441,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-02 08:52:23,0,0,10,44,22718,0,0,0,4.2
61442,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-02 08:52:24,0,0,11,26.5,41442,0,0,0,4.2
61443,NA,"Klaipėdos r.",NA,NA,NA,NA,56,25,31,4,49,3,2020-06-02 08:52:24,0,0,56,93.1,60139,6.7,1,1.7,4.2
61444,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-02 08:52:25,0,0,6,26,23034,0,0,0,4.2
61445,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-02 08:52:26,0,0,5,26.6,18764,0,0,0,4.2
61446,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-02 08:52:27,0,0,3,17.5,17153,11.7,0,0,4.2
61447,NA,"Radviliškio r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-02 08:52:28,0,0,3,8.6,34995,0,0,0,4.2
61448,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-02 08:52:28,0,0,3,10.7,28070,0,0,0,4.2
61449,NA,"Šakių r.",NA,NA,NA,NA,3,1,2,0,2,1,2020-06-02 08:52:29,0,0,3,11.2,26698,0,0,0,4.2
61450,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,1,6,1,2020-06-02 08:52:30,0,0,8,22.6,35324,2.8,1,2.8,4.2
61451,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-02 08:52:31,0,0,5,15.4,32546,0,0,0,4.2
61452,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-02 08:52:31,0,0,1,6.1,16356,0,0,0,4.2
61453,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-02 08:52:31,0,0,3,18.7,16078,6.2,1,6.2,4.2
61454,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,4,7,1,2020-06-02 08:52:32,0,0,12,74.8,16046,24.9,0,0,4.2
61455,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-02 08:52:33,0,0,1,13.7,7288,0,0,0,4.2
61456,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-06-02 08:52:34,0,0,12,39.3,30520,16.4,2,6.6,4.2
61457,NA,"Vilniaus r.",NA,NA,NA,NA,259,90,169,77,177,3,2020-06-02 08:52:35,0,0,259,258.6,100158,76.9,34,33.9,4.2
61458,NA,"Švenčionių r.",NA,NA,NA,NA,10,6,4,3,7,0,2020-06-02 08:52:35,0,0,10,43.6,22932,13.1,0,0,4.2
